seg_id,pci,pci_desc,maintenance_priority
SS-018084-PV1,53.15,Poor,Medium
SS-018086-PV1,82.35,Satisfactory,Routine
SS-018087-PV1,90.4,Good,Routine
SS-018088-PV1,89.6,Good,Routine
SS-018089-PV1,88.6,Good,Routine
SS-018090-PV1,76.93,Satisfactory,Routine
SS-018091-PV1,82.93,Satisfactory,Routine
SS-018092-PV1,68.37,Fair,Low
SS-018093-PV1,64.15,Fair,Low
SS-018094-PV1,81.72,Satisfactory,Routine
SS-018095-PV1,88.04,Good,Routine
SS-018096-PV1,90.8,Good,Routine
SS-018097-PV1,84.2,Satisfactory,Routine
SS-018098-PV1,85.85,Good,Routine
SS-018099-PV1,65.68,Fair,Low
SS-018100-PV1,75.4,Satisfactory,Routine
SS-018101-PV1,95.0,Good,Routine
SS-018102-PV1,93.8,Good,Routine
SS-018103-PV1,77.1,Satisfactory,Routine
SS-018104-PV1,81.21,Satisfactory,Routine
SS-018105-PV1,19.88,Serious,Critical
SS-018106-PV1,23.14,Serious,Critical
SS-018107-PV1,11.95,Serious,Critical
SS-018108-PV1,10.15,Serious,Critical
SS-018109-PV1,31.06,Very Poor,High
SS-018110-PV1,35.35,Very Poor,High
SS-018111-PV1,31.93,Very Poor,High
SS-018112-PV1,84.74,Satisfactory,Routine
SS-018113-PV1,82.41,Satisfactory,Routine
SS-018114-PV1,85.79,Good,Routine
SS-018115-PV1,77.48,Satisfactory,Routine
SS-018116-PV1,95.46,Good,Routine
SS-018117-PV1,72.56,Satisfactory,Routine
SS-018118-PV1,71.02,Satisfactory,Routine
SS-018119-PV1,100.0,Good,Routine
SS-018120-PV1,65.76,Fair,Low
SS-018121-PV1,93.0,Good,Routine
SS-018122-PV1,84.88,Satisfactory,Routine
SS-018123-PV1,83.64,Satisfactory,Routine
SS-018124-PV1,55.96,Fair,Low
SS-018125-PV1,38.1,Very Poor,High
SS-018126-PV1,53.44,Poor,Medium
SS-018127-PV1,79.03,Satisfactory,Routine
SS-018128-PV1,68.95,Fair,Low
SS-018129-PV1,52.84,Poor,Medium
SS-018130-PV1,23.74,Serious,Critical
SS-018131-PV1,37.1,Very Poor,High
SS-018132-PV1,45.32,Poor,Medium
SS-018133-PV1,75.12,Satisfactory,Routine
SS-018134-PV1,50.7,Poor,Medium
SS-018135-PV1,30.44,Very Poor,High
SS-018136-PV1,80.85,Satisfactory,Routine
SS-018137-PV1,76.95,Satisfactory,Routine
SS-018138-PV1,72.14,Satisfactory,Routine
SS-018139-PV1,77.36,Satisfactory,Routine
SS-018140-PV1,79.82,Satisfactory,Routine
SS-018141-PV1,77.23,Satisfactory,Routine
SS-018142-PV1,75.55,Satisfactory,Routine
SS-018144-PV1,74.33,Satisfactory,Routine
SS-018145-PV1,55.66,Fair,Low
SS-018146-PV1,89.3,Good,Routine
SS-018152-PV1,87.0,Good,Routine
SS-018154-PV1,54.43,Poor,Medium
SS-018155-PV1,52.57,Poor,Medium
SS-018156-PV1,75.12,Satisfactory,Routine
SS-018157-PV1,57.36,Fair,Low
SS-018160-PV1,36.14,Very Poor,High
SS-018161-PV1,49.26,Poor,Medium
SS-018162-PV1,80.78,Satisfactory,Routine
SS-018163-PV1,42.7,Poor,Medium
SS-018164-PV1,33.18,Very Poor,High
SS-018165-PV1,36.45,Very Poor,High
SS-018166-PV1,42.41,Poor,Medium
SS-018167-PV1,25.94,Very Poor,High
SS-018169-PV1,43.84,Poor,Medium
SS-018170-PV1,87.4,Good,Routine
SS-018171-PV1,99.17,Good,Routine
SS-018172-PV1,99.49,Good,Routine
SS-018173-PV1,98.52,Good,Routine
SS-018174-PV1,89.1,Good,Routine
SS-018175-PV1,96.53,Good,Routine
SS-018176-PV1,95.62,Good,Routine
SS-018177-PV1,68.86,Fair,Low
SS-018178-PV1,67.29,Fair,Low
SS-018179-PV1,75.16,Satisfactory,Routine
SS-018180-PV1,74.54,Satisfactory,Routine
SS-018181-PV1,65.71,Fair,Low
SS-018182-PV1,79.22,Satisfactory,Routine
SS-018183-PV1,53.54,Poor,Medium
SS-018184-PV1,92.2,Good,Routine
SS-018185-PV1,55.27,Fair,Low
SS-018186-PV1,61.64,Fair,Low
SS-018187-PV1,68.7,Fair,Low
SS-018188-PV1,36.31,Very Poor,High
SS-018189-PV1,62.08,Fair,Low
SS-018190-PV1,59.91,Fair,Low
SS-018191-PV1,47.09,Poor,Medium
SS-018192-PV1,25.32,Very Poor,High
SS-018193-PV1,76.88,Satisfactory,Routine
SS-018194-PV1,84.24,Satisfactory,Routine
SS-018195-PV1,35.16,Very Poor,High
SS-018197-PV1,80.03,Satisfactory,Routine
SS-018198-PV1,95.4,Good,Routine
SS-018199-PV1,91.8,Good,Routine
SS-018200-PV1,98.4,Good,Routine
SS-018201-PV1,21.4,Serious,Critical
SS-018202-PV1,52.86,Poor,Medium
SS-018203-PV1,65.33,Fair,Low
SS-018204-PV1,78.65,Satisfactory,Routine
SS-018205-PV1,70.5,Satisfactory,Routine
SS-018206-PV1,83.07,Satisfactory,Routine
SS-018207-PV1,84.24,Satisfactory,Routine
SS-018208-PV1,100.0,Good,Routine
SS-018209-PV1,100.0,Good,Routine
SS-018210-PV1,100.0,Good,Routine
SS-018211-PV1,100.0,Good,Routine
SS-018212-PV1,100.0,Good,Routine
SS-018213-PV1,7.6,Failed,Critical
SS-018214-PV1,77.73,Satisfactory,Routine
SS-018215-PV1,11.09,Serious,Critical
SS-018216-PV1,100.0,Good,Routine
SS-018217-PV1,90.8,Good,Routine
SS-018218-PV1,100.0,Good,Routine
SS-018219-PV1,83.93,Satisfactory,Routine
SS-018220-PV1,29.64,Very Poor,High
SS-018221-PV1,84.6,Satisfactory,Routine
SS-018222-PV1,80.35,Satisfactory,Routine
SS-018223-PV1,89.6,Good,Routine
SS-018224-PV1,65.44,Fair,Low
SS-018225-PV1,70.15,Satisfactory,Routine
SS-018226-PV1,29.83,Very Poor,High
SS-018227-PV1,82.14,Satisfactory,Routine
SS-018228-PV1,57.38,Fair,Low
SS-018229-PV1,84.52,Satisfactory,Routine
SS-018230-PV1,71.94,Satisfactory,Routine
SS-018231-PV1,76.46,Satisfactory,Routine
SS-018232-PV1,66.59,Fair,Low
SS-018233-PV1,74.46,Satisfactory,Routine
SS-018234-PV1,75.84,Satisfactory,Routine
SS-018235-PV1,68.38,Fair,Low
SS-018236-PV1,71.96,Satisfactory,Routine
SS-018241-PV1,49.38,Poor,Medium
SS-018242-PV1,76.36,Satisfactory,Routine
SS-018243-PV1,77.68,Satisfactory,Routine
SS-018244-PV1,65.48,Fair,Low
SS-018245-PV1,72.84,Satisfactory,Routine
SS-018246-PV1,78.99,Satisfactory,Routine
SS-018247-PV1,68.69,Fair,Low
SS-018248-PV1,92.0,Good,Routine
SS-018249-PV1,68.14,Fair,Low
SS-018250-PV1,47.31,Poor,Medium
SS-018251-PV1,69.37,Fair,Low
SS-018252-PV1,59.64,Fair,Low
SS-018253-PV1,50.74,Poor,Medium
SS-018254-PV1,78.36,Satisfactory,Routine
SS-018255-PV1,12.54,Serious,Critical
SS-018256-PV1,71.76,Satisfactory,Routine
SS-018257-PV1,94.24,Good,Routine
SS-018258-PV1,84.54,Satisfactory,Routine
SS-018259-PV1,92.01,Good,Routine
SS-018260-PV1,100.0,Good,Routine
SS-018261-PV1,94.33,Good,Routine
SS-018263-PV1,94.5,Good,Routine
SS-018264-PV1,79.7,Satisfactory,Routine
SS-018265-PV1,88.59,Good,Routine
SS-018266-PV1,90.52,Good,Routine
SS-018267-PV1,71.15,Satisfactory,Routine
SS-018268-PV1,80.13,Satisfactory,Routine
SS-018269-PV1,78.86,Satisfactory,Routine
SS-018270-PV1,79.12,Satisfactory,Routine
SS-018271-PV1,86.88,Good,Routine
SS-018272-PV1,83.92,Satisfactory,Routine
SS-018273-PV1,88.16,Good,Routine
SS-018274-PV1,80.42,Satisfactory,Routine
SS-018275-PV1,75.0,Satisfactory,Routine
SS-018276-PV1,69.13,Fair,Low
SS-018277-PV1,96.4,Good,Routine
SS-018278-PV1,96.0,Good,Routine
SS-018279-PV1,87.52,Good,Routine
SS-018280-PV1,86.64,Good,Routine
SS-018281-PV1,70.2,Satisfactory,Routine
SS-018282-PV1,86.6,Good,Routine
SS-018283-PV1,100.0,Good,Routine
SS-018284-PV1,100.0,Good,Routine
SS-018285-PV1,73.17,Satisfactory,Routine
SS-018286-PV1,79.4,Satisfactory,Routine
SS-018287-PV1,11.97,Serious,Critical
SS-018288-PV1,51.86,Poor,Medium
SS-018289-PV1,75.25,Satisfactory,Routine
SS-018290-PV1,77.4,Satisfactory,Routine
SS-018291-PV1,43.81,Poor,Medium
SS-018292-PV1,81.88,Satisfactory,Routine
SS-018293-PV1,74.96,Satisfactory,Routine
SS-018294-PV1,84.03,Satisfactory,Routine
SS-018295-PV1,85.32,Good,Routine
SS-018296-PV1,85.0,Good,Routine
SS-018297-PV1,90.2,Good,Routine
SS-018298-PV1,34.51,Very Poor,High
SS-018299-PV1,78.91,Satisfactory,Routine
SS-018300-PV1,38.64,Very Poor,High
SS-018301-PV1,74.8,Satisfactory,Routine
SS-018302-PV1,99.6,Good,Routine
SS-018303-PV1,98.4,Good,Routine
SS-018304-PV1,99.0,Good,Routine
SS-018305-PV1,94.8,Good,Routine
SS-018306-PV1,53.07,Poor,Medium
SS-018307-PV1,100.0,Good,Routine
SS-018308-PV1,76.56,Satisfactory,Routine
SS-018309-PV1,80.11,Satisfactory,Routine
SS-018310-PV1,79.08,Satisfactory,Routine
SS-018311-PV1,72.86,Satisfactory,Routine
SS-018312-PV1,84.0,Satisfactory,Routine
SS-018313-PV1,80.83,Satisfactory,Routine
SS-018314-PV1,78.4,Satisfactory,Routine
SS-018315-PV1,98.4,Good,Routine
SS-018316-PV1,46.33,Poor,Medium
SS-018317-PV1,24.36,Serious,Critical
SS-018318-PV1,69.53,Fair,Low
SS-018319-PV1,28.78,Very Poor,High
SS-018320-PV1,63.39,Fair,Low
SS-018321-PV1,39.32,Very Poor,High
SS-018322-PV1,95.31,Good,Routine
SS-018323-PV1,97.91,Good,Routine
SS-018324-PV1,95.36,Good,Routine
SS-018325-PV1,46.84,Poor,Medium
SS-018327-PV1,6.28,Failed,Critical
SS-018328-PV1,67.82,Fair,Low
SS-018329-PV1,80.01,Satisfactory,Routine
SS-018330-PV1,69.38,Fair,Low
SS-018331-PV1,68.72,Fair,Low
SS-018332-PV1,28.71,Very Poor,High
SS-018333-PV1,51.28,Poor,Medium
SS-018334-PV1,23.5,Serious,Critical
SS-018335-PV1,25.14,Very Poor,High
SS-018336-PV1,47.01,Poor,Medium
SS-018337-PV1,28.39,Very Poor,High
SS-018338-PV1,31.17,Very Poor,High
SS-018339-PV1,29.49,Very Poor,High
SS-018340-PV1,22.59,Serious,Critical
SS-018341-PV1,52.27,Poor,Medium
SS-018342-PV1,42.24,Poor,Medium
SS-018343-PV1,63.99,Fair,Low
SS-018344-PV1,98.4,Good,Routine
SS-018345-PV1,86.54,Good,Routine
SS-018346-PV1,73.57,Satisfactory,Routine
SS-018347-PV1,67.68,Fair,Low
SS-018348-PV1,74.82,Satisfactory,Routine
SS-018349-PV1,32.27,Very Poor,High
SS-018350-PV1,29.4,Very Poor,High
SS-018351-PV1,12.06,Serious,Critical
SS-018352-PV1,27.01,Very Poor,High
SS-018353-PV1,37.64,Very Poor,High
SS-018354-PV1,37.49,Very Poor,High
SS-018359-PV1,81.4,Satisfactory,Routine
SS-018360-PV1,54.24,Poor,Medium
SS-018361-PV1,49.25,Poor,Medium
SS-018362-PV1,90.4,Good,Routine
SS-018363-PV1,79.07,Satisfactory,Routine
SS-018364-PV1,75.65,Satisfactory,Routine
SS-018365-PV1,35.79,Very Poor,High
SS-018366-PV1,52.98,Poor,Medium
SS-018367-PV1,72.05,Satisfactory,Routine
SS-018368-PV1,34.8,Very Poor,High
SS-018369-PV1,32.15,Very Poor,High
SS-018370-PV1,66.73,Fair,Low
SS-018371-PV1,39.5,Very Poor,High
SS-018372-PV1,5.21,Failed,Critical
SS-018373-PV1,47.99,Poor,Medium
SS-018374-PV1,59.31,Fair,Low
SS-018375-PV1,67.23,Fair,Low
SS-018376-PV1,77.67,Satisfactory,Routine
SS-018377-PV1,74.96,Satisfactory,Routine
SS-018378-PV1,51.05,Poor,Medium
SS-018379-PV1,47.68,Poor,Medium
SS-018380-PV1,62.75,Fair,Low
SS-018381-PV1,70.84,Satisfactory,Routine
SS-018382-PV1,55.37,Fair,Low
SS-018383-PV1,57.64,Fair,Low
SS-018384-PV1,57.06,Fair,Low
SS-018385-PV1,58.96,Fair,Low
SS-018386-PV1,51.38,Poor,Medium
SS-018387-PV1,59.59,Fair,Low
SS-018388-PV1,42.6,Poor,Medium
SS-018389-PV1,33.67,Very Poor,High
SS-018390-PV1,73.83,Satisfactory,Routine
SS-018391-PV1,100.0,Good,Routine
SS-018392-PV1,70.57,Satisfactory,Routine
SS-018393-PV1,63.65,Fair,Low
SS-018394-PV1,82.0,Satisfactory,Routine
SS-018395-PV1,100.0,Good,Routine
SS-018396-PV1,63.4,Fair,Low
SS-018397-PV1,21.46,Serious,Critical
SS-018398-PV1,19.52,Serious,Critical
SS-018399-PV1,97.45,Good,Routine
SS-018401-PV1,61.37,Fair,Low
SS-018402-PV1,78.7,Satisfactory,Routine
SS-018403-PV1,73.21,Satisfactory,Routine
SS-018406-PV1,82.52,Satisfactory,Routine
SS-018407-PV1,89.05,Good,Routine
SS-018408-PV1,77.68,Satisfactory,Routine
SS-018409-PV1,72.63,Satisfactory,Routine
SS-018410-PV1,84.36,Satisfactory,Routine
SS-018411-PV1,72.4,Satisfactory,Routine
SS-018412-PV1,54.44,Poor,Medium
SS-018413-PV1,12.5,Serious,Critical
SS-018415-PV1,63.94,Fair,Low
SS-018416-PV1,62.07,Fair,Low
SS-018417-PV1,26.58,Very Poor,High
SS-018418-PV1,15.64,Serious,Critical
SS-018419-PV1,63.75,Fair,Low
SS-018420-PV1,41.02,Poor,Medium
SS-018421-PV1,43.45,Poor,Medium
SS-018422-PV1,35.64,Very Poor,High
SS-018423-PV1,36.64,Very Poor,High
SS-018424-PV1,51.42,Poor,Medium
SS-018425-PV1,52.57,Poor,Medium
SS-018426-PV1,59.17,Fair,Low
SS-018427-PV1,69.2,Fair,Low
SS-018428-PV1,78.59,Satisfactory,Routine
SS-018429-PV1,84.58,Satisfactory,Routine
SS-018430-PV1,88.0,Good,Routine
SS-018431-PV1,52.96,Poor,Medium
SS-018432-PV1,49.73,Poor,Medium
SS-018433-PV1,66.37,Fair,Low
SS-018434-PV1,63.88,Fair,Low
SS-018435-PV1,72.39,Satisfactory,Routine
SS-018436-PV1,73.71,Satisfactory,Routine
SS-018437-PV1,40.78,Poor,Medium
SS-018438-PV1,54.52,Poor,Medium
SS-018439-PV1,70.42,Satisfactory,Routine
SS-018441-PV1,34.44,Very Poor,High
SS-018442-PV1,54.38,Poor,Medium
SS-018443-PV1,59.39,Fair,Low
SS-018444-PV1,32.18,Very Poor,High
SS-018445-PV1,27.66,Very Poor,High
SS-018446-PV1,21.01,Serious,Critical
SS-018447-PV1,19.32,Serious,Critical
SS-018448-PV1,21.63,Serious,Critical
SS-018449-PV1,18.62,Serious,Critical
SS-018450-PV1,84.17,Satisfactory,Routine
SS-018451-PV1,84.92,Satisfactory,Routine
SS-018452-PV1,83.51,Satisfactory,Routine
SS-018453-PV1,20.66,Serious,Critical
SS-018454-PV1,32.66,Very Poor,High
SS-018455-PV1,50.02,Poor,Medium
SS-018457-PV1,68.92,Fair,Low
SS-018458-PV1,84.8,Satisfactory,Routine
SS-018459-PV1,84.52,Satisfactory,Routine
SS-018460-PV1,66.32,Fair,Low
SS-018461-PV1,88.0,Good,Routine
SS-018462-PV1,75.64,Satisfactory,Routine
SS-018463-PV1,86.4,Good,Routine
SS-018464-PV1,95.0,Good,Routine
SS-018465-PV1,90.4,Good,Routine
SS-018466-PV1,67.37,Fair,Low
SS-018467-PV1,28.47,Very Poor,High
SS-018468-PV1,23.7,Serious,Critical
SS-018469-PV1,52.05,Poor,Medium
SS-018470-PV1,54.14,Poor,Medium
SS-018471-PV1,28.1,Very Poor,High
SS-018472-PV1,27.44,Very Poor,High
SS-018473-PV1,29.44,Very Poor,High
SS-018474-PV1,70.68,Satisfactory,Routine
SS-018475-PV1,30.37,Very Poor,High
SS-018476-PV1,65.48,Fair,Low
SS-018478-PV1,81.21,Satisfactory,Routine
SS-018479-PV1,79.9,Satisfactory,Routine
SS-018480-PV1,35.27,Very Poor,High
SS-018482-PV1,28.4,Very Poor,High
SS-018483-PV1,57.55,Fair,Low
SS-018484-PV1,75.81,Satisfactory,Routine
SS-018485-PV1,99.4,Good,Routine
SS-018487-PV1,80.29,Satisfactory,Routine
SS-018489-PV1,80.9,Satisfactory,Routine
SS-018490-PV1,58.46,Fair,Low
SS-018491-PV1,56.0,Fair,Low
SS-018492-PV1,58.68,Fair,Low
SS-018493-PV1,50.55,Poor,Medium
SS-018494-PV1,56.17,Fair,Low
SS-018495-PV1,37.44,Very Poor,High
SS-018496-PV1,50.08,Poor,Medium
SS-018497-PV1,23.97,Serious,Critical
SS-018498-PV1,42.25,Poor,Medium
SS-018499-PV1,78.49,Satisfactory,Routine
SS-018500-PV1,78.77,Satisfactory,Routine
SS-018501-PV1,81.01,Satisfactory,Routine
SS-018502-PV1,51.59,Poor,Medium
SS-018503-PV1,51.68,Poor,Medium
SS-018504-PV1,70.66,Satisfactory,Routine
SS-018505-PV1,40.22,Poor,Medium
SS-018506-PV1,82.67,Satisfactory,Routine
SS-018507-PV1,83.99,Satisfactory,Routine
SS-018508-PV1,71.68,Satisfactory,Routine
SS-018509-PV1,77.99,Satisfactory,Routine
SS-018510-PV1,87.41,Good,Routine
SS-018511-PV1,84.05,Satisfactory,Routine
SS-018512-PV1,73.73,Satisfactory,Routine
SS-018513-PV1,81.21,Satisfactory,Routine
SS-018514-PV1,63.09,Fair,Low
SS-018515-PV1,45.24,Poor,Medium
SS-018516-PV1,51.84,Poor,Medium
SS-018517-PV1,37.72,Very Poor,High
SS-018518-PV1,44.63,Poor,Medium
SS-018519-PV1,38.26,Very Poor,High
SS-018520-PV1,49.52,Poor,Medium
SS-018521-PV1,60.57,Fair,Low
SS-018522-PV1,48.14,Poor,Medium
SS-018523-PV1,49.71,Poor,Medium
SS-018524-PV1,36.94,Very Poor,High
SS-018525-PV1,59.24,Fair,Low
SS-018526-PV1,54.87,Poor,Medium
SS-018527-PV1,60.82,Fair,Low
SS-018528-PV1,65.2,Fair,Low
SS-018529-PV1,57.16,Fair,Low
SS-018530-PV1,53.42,Poor,Medium
SS-018531-PV1,75.36,Satisfactory,Routine
SS-018532-PV1,54.83,Poor,Medium
SS-018533-PV1,63.83,Fair,Low
SS-018534-PV1,59.03,Fair,Low
SS-018535-PV1,49.49,Poor,Medium
SS-018536-PV1,46.45,Poor,Medium
SS-018537-PV1,49.7,Poor,Medium
SS-018538-PV1,45.98,Poor,Medium
SS-018539-PV1,41.81,Poor,Medium
SS-018540-PV1,31.03,Very Poor,High
SS-018541-PV1,26.51,Very Poor,High
SS-018542-PV1,41.23,Poor,Medium
SS-018543-PV1,40.18,Poor,Medium
SS-018544-PV1,22.84,Serious,Critical
SS-018545-PV1,48.77,Poor,Medium
SS-018546-PV1,87.03,Good,Routine
SS-018548-PV1,82.05,Satisfactory,Routine
SS-018549-PV1,65.75,Fair,Low
SS-018550-PV1,62.86,Fair,Low
SS-018551-PV1,60.49,Fair,Low
SS-018552-PV1,64.21,Fair,Low
SS-018553-PV1,65.6,Fair,Low
SS-018554-PV1,65.44,Fair,Low
SS-018555-PV1,63.91,Fair,Low
SS-018556-PV1,73.13,Satisfactory,Routine
SS-018557-PV1,76.41,Satisfactory,Routine
SS-018558-PV1,76.57,Satisfactory,Routine
SS-018559-PV1,76.62,Satisfactory,Routine
SS-018560-PV1,100.0,Good,Routine
SS-018561-PV1,68.76,Fair,Low
SS-018562-PV1,100.0,Good,Routine
SS-018563-PV1,13.38,Serious,Critical
SS-018564-PV1,15.32,Serious,Critical
SS-018565-PV1,78.94,Satisfactory,Routine
SS-018566-PV1,72.03,Satisfactory,Routine
SS-018567-PV1,57.51,Fair,Low
SS-018568-PV1,35.78,Very Poor,High
SS-018569-PV1,24.39,Serious,Critical
SS-018570-PV1,62.41,Fair,Low
SS-018572-PV1,57.69,Fair,Low
SS-018574-PV1,57.14,Fair,Low
SS-018575-PV1,44.35,Poor,Medium
SS-018576-PV1,85.56,Good,Routine
SS-018577-PV1,97.2,Good,Routine
SS-018578-PV1,81.0,Satisfactory,Routine
SS-018579-PV1,85.4,Good,Routine
SS-018580-PV1,81.42,Satisfactory,Routine
SS-018581-PV1,52.67,Poor,Medium
SS-018582-PV1,65.0,Fair,Low
SS-018583-PV1,58.27,Fair,Low
SS-018584-PV1,53.45,Poor,Medium
SS-018585-PV1,49.72,Poor,Medium
SS-018586-PV1,57.4,Fair,Low
SS-018587-PV1,46.22,Poor,Medium
SS-018588-PV1,51.3,Poor,Medium
SS-018589-PV1,58.38,Fair,Low
SS-018590-PV1,52.12,Poor,Medium
SS-018591-PV1,36.1,Very Poor,High
SS-018592-PV1,54.06,Poor,Medium
SS-018593-PV1,58.85,Fair,Low
SS-018594-PV1,61.4,Fair,Low
SS-018595-PV1,61.82,Fair,Low
SS-018596-PV1,64.73,Fair,Low
SS-018597-PV1,58.98,Fair,Low
SS-018598-PV1,45.36,Poor,Medium
SS-018599-PV1,21.55,Serious,Critical
SS-018600-PV1,47.72,Poor,Medium
SS-018601-PV1,55.34,Fair,Low
SS-018602-PV1,42.88,Poor,Medium
SS-018603-PV1,52.43,Poor,Medium
SS-018604-PV1,76.33,Satisfactory,Routine
SS-018605-PV1,66.72,Fair,Low
SS-018606-PV1,39.03,Very Poor,High
SS-018607-PV1,79.71,Satisfactory,Routine
SS-018615-PV1,60.14,Fair,Low
SS-018616-PV1,80.75,Satisfactory,Routine
SS-018617-PV1,72.54,Satisfactory,Routine
SS-018618-PV1,77.96,Satisfactory,Routine
SS-018619-PV1,76.94,Satisfactory,Routine
SS-018620-PV1,80.09,Satisfactory,Routine
SS-018621-PV1,78.75,Satisfactory,Routine
SS-018622-PV1,71.07,Satisfactory,Routine
SS-018623-PV1,78.93,Satisfactory,Routine
SS-018624-PV1,81.16,Satisfactory,Routine
SS-018625-PV1,83.05,Satisfactory,Routine
SS-018626-PV1,86.66,Good,Routine
SS-018627-PV1,56.37,Fair,Low
SS-018628-PV1,59.94,Fair,Low
SS-018629-PV1,81.91,Satisfactory,Routine
SS-018630-PV1,90.18,Good,Routine
SS-018631-PV1,84.21,Satisfactory,Routine
SS-018632-PV1,73.24,Satisfactory,Routine
SS-018633-PV1,73.02,Satisfactory,Routine
SS-018634-PV1,69.15,Fair,Low
SS-018635-PV1,76.31,Satisfactory,Routine
SS-018636-PV1,79.67,Satisfactory,Routine
SS-018637-PV1,70.32,Satisfactory,Routine
SS-018638-PV1,67.41,Fair,Low
SS-018639-PV1,74.79,Satisfactory,Routine
SS-018640-PV1,80.22,Satisfactory,Routine
SS-018641-PV1,77.5,Satisfactory,Routine
SS-018642-PV1,49.56,Poor,Medium
SS-018643-PV1,71.97,Satisfactory,Routine
SS-018644-PV1,74.63,Satisfactory,Routine
SS-018645-PV1,69.27,Fair,Low
SS-018646-PV1,51.81,Poor,Medium
SS-018647-PV1,80.08,Satisfactory,Routine
SS-018648-PV1,76.65,Satisfactory,Routine
SS-018649-PV1,83.28,Satisfactory,Routine
SS-018650-PV1,89.6,Good,Routine
SS-018651-PV1,87.8,Good,Routine
SS-018652-PV1,88.4,Good,Routine
SS-018653-PV1,71.69,Satisfactory,Routine
SS-018655-PV1,73.37,Satisfactory,Routine
SS-018656-PV1,74.06,Satisfactory,Routine
SS-018657-PV1,77.4,Satisfactory,Routine
SS-018658-PV1,57.64,Fair,Low
SS-018659-PV1,84.16,Satisfactory,Routine
SS-018660-PV1,74.05,Satisfactory,Routine
SS-018661-PV1,75.25,Satisfactory,Routine
SS-018662-PV1,79.04,Satisfactory,Routine
SS-018663-PV1,55.61,Fair,Low
SS-018664-PV1,70.11,Satisfactory,Routine
SS-018665-PV1,82.58,Satisfactory,Routine
SS-018666-PV1,83.68,Satisfactory,Routine
SS-018667-PV1,85.2,Good,Routine
SS-018668-PV1,72.71,Satisfactory,Routine
SS-018669-PV1,86.0,Good,Routine
SS-018670-PV1,82.0,Satisfactory,Routine
SS-018671-PV1,75.95,Satisfactory,Routine
SS-018672-PV1,76.69,Satisfactory,Routine
SS-018673-PV1,94.0,Good,Routine
SS-018674-PV1,98.0,Good,Routine
SS-018675-PV1,94.0,Good,Routine
SS-018676-PV1,69.77,Fair,Low
SS-018677-PV1,76.99,Satisfactory,Routine
SS-018678-PV1,85.02,Good,Routine
SS-018679-PV1,74.85,Satisfactory,Routine
SS-018680-PV1,79.26,Satisfactory,Routine
SS-018681-PV1,50.52,Poor,Medium
SS-018682-PV1,79.0,Satisfactory,Routine
SS-018683-PV1,97.2,Good,Routine
SS-018684-PV1,96.6,Good,Routine
SS-018685-PV1,88.88,Good,Routine
SS-018686-PV1,87.3,Good,Routine
SS-018687-PV1,85.46,Good,Routine
SS-018688-PV1,94.2,Good,Routine
SS-018689-PV1,76.08,Satisfactory,Routine
SS-018690-PV1,13.6,Serious,Critical
SS-018691-PV1,71.61,Satisfactory,Routine
SS-018692-PV1,60.5,Fair,Low
SS-018693-PV1,35.88,Very Poor,High
SS-018694-PV1,32.82,Very Poor,High
SS-018695-PV1,26.48,Very Poor,High
SS-018696-PV1,31.97,Very Poor,High
SS-018697-PV1,71.32,Satisfactory,Routine
SS-018698-PV1,81.0,Satisfactory,Routine
SS-018699-PV1,83.9,Satisfactory,Routine
SS-018700-PV1,89.5,Good,Routine
SS-018701-PV1,84.44,Satisfactory,Routine
SS-018702-PV1,76.02,Satisfactory,Routine
SS-018703-PV1,2.41,Failed,Critical
SS-018705-PV1,41.34,Poor,Medium
SS-018706-PV1,63.07,Fair,Low
SS-018707-PV1,62.8,Fair,Low
SS-018708-PV1,52.3,Poor,Medium
SS-018709-PV1,95.0,Good,Routine
SS-018710-PV1,97.8,Good,Routine
SS-018711-PV1,21.53,Serious,Critical
SS-018712-PV1,94.7,Good,Routine
SS-018713-PV1,96.2,Good,Routine
SS-018714-PV1,70.77,Satisfactory,Routine
SS-018715-PV1,71.81,Satisfactory,Routine
SS-018716-PV1,88.4,Good,Routine
SS-018717-PV1,73.42,Satisfactory,Routine
SS-018718-PV1,47.91,Poor,Medium
SS-018719-PV1,70.72,Satisfactory,Routine
SS-018720-PV1,76.4,Satisfactory,Routine
SS-018721-PV1,99.0,Good,Routine
SS-018722-PV1,65.24,Fair,Low
SS-018723-PV1,77.7,Satisfactory,Routine
SS-018724-PV1,70.72,Satisfactory,Routine
SS-018725-PV1,48.63,Poor,Medium
SS-018726-PV1,70.84,Satisfactory,Routine
SS-018727-PV1,16.54,Serious,Critical
SS-018728-PV1,41.61,Poor,Medium
SS-018729-PV1,12.66,Serious,Critical
SS-018730-PV1,41.8,Poor,Medium
SS-018731-PV1,80.08,Satisfactory,Routine
SS-018732-PV1,76.21,Satisfactory,Routine
SS-018733-PV1,78.68,Satisfactory,Routine
SS-018734-PV1,78.68,Satisfactory,Routine
SS-018735-PV1,77.39,Satisfactory,Routine
SS-018736-PV1,65.36,Fair,Low
SS-018737-PV1,30.26,Very Poor,High
SS-018738-PV1,92.2,Good,Routine
SS-018739-PV1,88.0,Good,Routine
SS-018740-PV1,37.26,Very Poor,High
SS-018741-PV1,100.0,Good,Routine
SS-018742-PV1,80.72,Satisfactory,Routine
SS-018743-PV1,77.26,Satisfactory,Routine
SS-018744-PV1,90.0,Good,Routine
